City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
173,eisden,50.9863,5.7129,17.66,88,37,2.68,BE,1684710180
174,charters towers,-20.1,146.2667,17.12,31,0,7.06,AU,1684710181
175,namanga,-2.5433,36.7905,16.53,95,4,0.59,KE,1684710181
176,murun-kuren,49.6342,100.1625,7.68,43,100,1.67,MN,1684710181
177,port alfred,-33.5906,26.891,11.77,92,9,2.24,ZA,1684710109
178,srimushnam,11.4,79.4167,28.06,67,0,3.53,IN,1684710182
179,port lincoln,-34.7333,135.8667,15.08,58,100,1.75,AU,1684710182
180,luderitz,-26.6481,15.1594,14.48,58,29,4.36,,1684710182
181,codrington,-38.2667,141.9667,9.22,86,100,3.6,AU,1684710182
182,torghay,49.6339,63.4981,14.3,40,76,5.13,KZ,1684710183
183,palmer,42.1584,-72.3287,21.19,56,40,2.57,US,1684710183
184,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,100,100,3.0,RU,1684710183
185,bethanie,-26.4833,17.15,13.31,27,53,1.09,,1684710183
186,mountain home,43.133,-115.6912,31.19,20,0,6.17,US,1684710183
187,olonkinbyen,70.9221,-8.7187,1.6,97,100,7.82,SJ,1684710184
188,carnarvon,-24.8667,113.6333,19.85,40,72,6.53,AU,1684710010
189,nemuro,43.3236,145.575,8.44,94,66,3.62,JP,1684710184
190,longyearbyen,78.2186,15.6401,2.91,81,75,7.2,SJ,1684710092
191,palikir - national government center,6.9248,158.1611,27.98,75,100,4.68,FM,1684710185
192,saipan,15.1355,145.701,29.25,100,63,5.36,MP,1684710185
193,kavalerovo,44.2661,135.0572,11.06,78,74,4.34,RU,1684710185
194,pandan,14.0453,124.1694,28.44,76,7,2.22,PH,1684710185
195,hauterive,46.0901,3.4459,17.42,98,100,0.77,FR,1684710185
196,port saint john's,-31.6229,29.5448,16.2,63,18,8.13,ZA,1684710186
197,fort bragg,35.139,-79.006,23.44,70,100,2.57,US,1684710186
198,al bab,36.3699,37.5179,17.34,69,61,2.53,SY,1684710186
199,shingu,33.7333,135.9833,23.21,62,13,0.84,JP,1684710186
200,mejit,10.2753,170.8646,27.91,82,81,7.11,MH,1684710187
201,severo-yeniseyskiy,60.3725,93.0408,4.08,93,80,1.84,RU,1684710139
202,fale old settlement,-9.3852,-171.2468,28.55,78,98,4.25,TK,1684710187
203,hilo,19.7297,-155.09,30.16,90,90,2.68,US,1684710136
204,safotu,-13.4513,-172.4018,28.79,77,24,4.18,WS,1684710187
205,mercedes,-34.6515,-59.4307,17.02,95,100,3.9,AR,1684710074
206,kerikeri,-35.2268,173.9474,17.73,95,93,0.89,NZ,1684710188
207,sungai penuh,-2.0833,101.3833,17.89,97,49,0.42,ID,1684710188
208,liuhe,42.2401,125.7172,13.92,56,0,1.65,CN,1684710188
209,aasiaat,68.7098,-52.8699,-3.54,77,92,3.02,GL,1684710189
210,chibougamau,49.9168,-74.3659,2.79,48,100,5.14,CA,1684710151
211,rey bouba,8.6724,14.1786,29.56,57,100,2.1,CM,1684710189
212,kievka,50.2619,71.5514,11.84,48,56,2.93,KZ,1684710189
213,northam,51.0333,-4.2167,13.14,79,99,1.65,GB,1684710189
214,formosa,-26.1775,-58.1781,18.99,94,100,4.12,AR,1684710190
215,quzhou,28.9594,118.8686,23.9,95,95,1.21,CN,1684710190
216,vorkuta,67.5,64.0,2.23,95,85,3.12,RU,1684710190
217,pinamalayan,13.0,121.4167,26.93,81,97,1.06,PH,1684710190
218,kulachi,31.9286,70.4592,32.96,14,66,1.17,PK,1684710191
219,mokolo,10.7398,13.8019,28.28,49,99,2.36,CM,1684710191
220,santa rosalia,27.3167,-112.2833,28.16,35,14,2.82,MX,1684710191
221,jalai nur,49.45,117.7,15.72,28,11,2.69,CN,1684710191
222,benguela,-12.5763,13.4055,23.54,81,89,1.01,AO,1684710192
223,tokar,18.4254,37.729,26.76,59,34,3.06,SD,1684710192
224,merizo village,13.2658,144.6691,29.43,85,94,7.64,GU,1684710192
225,holyhead,53.3062,-4.6321,12.0,87,39,3.09,GB,1684710193
226,stjordalshalsen,63.4681,10.9262,9.0,87,0,1.03,NO,1684710193
227,holualoa,19.6228,-155.9522,26.54,81,64,2.68,US,1684710198
228,san juan de miraflores,-12.1629,-76.9635,22.32,77,69,3.65,PE,1684710198
229,fortaleza,-3.7227,-38.5247,28.45,83,20,2.57,BR,1684709603
230,ponta delgada,37.7333,-25.6667,17.4,72,40,4.63,PT,1684710199
231,takab,36.4009,47.1133,13.31,64,59,1.94,IR,1684710199
232,chernyshevskiy,63.0128,112.4714,1.44,55,6,1.95,RU,1684710199
233,nagqu,31.5,92.0,-5.08,93,100,1.12,CN,1684710200
234,kuqa,41.7278,82.9364,17.91,42,79,1.35,CN,1684710200
235,saldanha,-33.0117,17.9442,10.03,74,100,3.06,ZA,1684710200
236,brisas de zicatela,15.8369,-97.0419,32.29,62,20,1.54,MX,1684710200
237,namdrik,5.5994,168.1028,26.69,88,99,7.4,MH,1684710201
238,uliastay,47.7417,96.8444,8.47,37,100,3.26,MN,1684710201
239,maputo,-25.9653,32.5892,20.13,87,0,2.68,MZ,1684710122
240,dudinka,69.4058,86.1778,0.9,99,100,5.49,RU,1684710201
241,kununurra,-15.7667,128.7333,16.99,39,2,4.12,AU,1684710202
242,jaca,42.569,-0.5499,12.21,78,100,2.42,ES,1684710036
243,temiskaming shores,47.4938,-79.7153,11.89,43,3,3.25,CA,1684710203
244,lycksele,64.5954,18.6735,6.93,76,13,1.54,SE,1684710035
245,flying fish cove,-10.4217,105.6791,25.82,88,100,4.63,CX,1684710203
246,iaciara,-14.0958,-46.6317,20.61,36,2,1.98,BR,1684710203
247,belmonte,-15.8631,-38.8828,22.96,81,7,4.33,BR,1684710160
248,challapata,-18.9,-66.7667,7.66,20,0,2.4,BO,1684710204
249,taoudenni,22.6783,-3.9836,30.33,10,65,4.31,ML,1684710204
250,port moresby,-9.4431,147.1797,24.68,88,75,3.6,PG,1684710204
251,maintirano,-18.0667,44.0167,22.42,85,6,3.81,MG,1684710205
252,shimoda,34.6667,138.95,24.5,84,49,1.47,JP,1684710109
253,lodwar,3.1191,35.5973,29.99,45,83,5.45,KE,1684710205
254,tolanaro,-25.0319,46.9987,20.04,88,20,2.06,MG,1684710154
255,acapulco de juarez,16.8634,-99.8901,32.21,56,78,3.23,MX,1684710027
256,kurchum,48.5722,83.6542,10.81,79,72,2.24,KZ,1684710206
257,itoman,26.1247,127.6694,26.01,94,75,5.66,JP,1684710206
258,kattivakkam,13.2167,80.3167,30.05,89,0,6.26,IN,1684710206
259,chengde,40.9725,117.9361,15.37,50,1,1.86,CN,1684710206
260,yacuiba,-22.038,-63.6797,17.38,96,100,0.39,BO,1684710207
261,tucuma,-0.1833,-50.05,25.03,94,63,2.33,BR,1684710126
262,l'isle-jourdain,43.6144,1.0817,14.96,87,100,0.84,FR,1684710207
263,new norfolk,-42.7826,147.0587,14.28,63,99,1.34,AU,1684710207
264,freetown,8.484,-13.2299,27.84,78,75,4.63,SL,1684710015
265,alice springs,-23.7,133.8833,5.75,87,0,1.54,AU,1684710207
266,jamestown,42.097,-79.2353,19.18,48,0,5.14,US,1684709761
267,mahebourg,-20.4081,57.7,22.36,88,20,1.54,MU,1684710208
268,pisco,-13.7,-76.2167,23.03,64,0,7.72,PE,1684710208
269,mount gambier,-37.8333,140.7667,10.02,82,100,1.92,AU,1684710208
270,vadso,70.0744,29.7487,9.49,76,75,3.09,NO,1684710198
271,kolonia town,6.964,158.206,28.57,75,100,4.53,FM,1684710209
272,klyuchi,52.2667,79.1667,11.52,49,20,2.73,RU,1684710209
273,montepuez,-13.1256,38.9997,20.71,84,96,1.4,MZ,1684710210
274,shirvan,39.9509,48.8994,18.28,72,1,1.49,AZ,1684710210
275,uvalde,29.3669,-99.767,23.4,84,85,0.0,US,1684710210
276,santa maria,-29.6842,-53.8069,16.61,94,75,1.54,BR,1684710210
277,cabedelo,-6.9811,-34.8339,26.37,85,6,4.1,BR,1684710103
278,box elder,41.5005,-112.8764,22.04,38,2,1.92,US,1684710211
279,shahrisabz,39.0578,66.8342,22.22,31,89,1.97,UZ,1684710211
280,alnwick,55.4132,-1.7056,8.71,87,36,2.06,GB,1684710211
281,jiuquan,39.7432,98.5174,11.87,48,0,2.07,CN,1684710211
282,kuta,-8.7233,115.1723,25.0,88,20,2.68,ID,1684710205
283,opi,6.7814,7.4365,22.65,96,94,1.88,NG,1684710212
284,deqen,29.9618,90.7188,5.08,64,85,1.84,CN,1684710212
285,amungan,15.3652,119.9582,28.48,76,27,1.32,PH,1684710212
286,grand falls-windsor,48.9332,-55.6649,14.72,82,100,4.47,CA,1684710213
287,mount pearl,47.5166,-52.7813,12.19,78,100,10.29,CA,1684710213
288,isangel,-19.55,169.2667,22.97,96,100,4.13,VU,1684710213
289,lodja,-3.4833,23.4333,21.08,97,88,0.44,CD,1684710213
290,les anglais,18.3054,-74.2197,27.19,78,16,1.17,HT,1684710214
291,irshava,48.3167,23.0385,11.47,80,7,2.53,UA,1684710214
292,hailar,49.2,119.7,14.1,33,5,0.6,CN,1684710214
293,meadow lake,34.8014,-106.5436,23.04,33,21,3.37,US,1684710214
294,pionerskiy,54.9508,20.2275,10.42,77,71,3.58,RU,1684710215
295,moses lake,47.1301,-119.2781,29.38,47,100,4.63,US,1684710164
296,kirakira,-10.4544,161.9205,29.24,77,86,1.9,SB,1684710215
297,kijang,35.2442,129.2139,17.85,58,100,2.07,KR,1684710215
298,caleta de carquin,-11.0925,-77.6267,21.9,78,39,5.41,PE,1684710215
299,noosa heads,-26.3833,153.15,18.39,63,3,7.36,AU,1684710215
300,inhambane,-23.865,35.3833,20.92,90,1,3.64,MZ,1684710216
301,veraval,20.9,70.3667,27.51,80,0,5.3,IN,1684710216
302,fredericton,45.9454,-66.6656,18.47,48,40,5.66,CA,1684710216
303,punta arenas,-53.15,-70.9167,1.06,80,20,1.54,CL,1684710217
304,kristiansund,63.1115,7.732,10.03,81,20,1.03,NO,1684710217
305,kota kinabalu,5.9749,116.0724,25.99,89,20,2.24,MY,1684710217
306,sorong,-0.8833,131.25,26.14,84,59,3.96,ID,1684710217
307,shimanovsk,52.0,127.7,14.91,48,14,4.06,RU,1684710218
308,darwin,-12.4611,130.8418,18.99,37,0,6.17,AU,1684710003
309,tazacorte,28.629,-17.9293,18.54,78,0,2.68,ES,1684710052
310,alice,27.7523,-98.0697,26.4,65,100,5.14,US,1684710007
311,dokkum,53.3222,5.997,17.21,94,100,3.6,NL,1684710218
312,banepa,27.6298,85.5214,18.4,82,40,0.0,NP,1684710219
313,nanping,26.645,118.1736,23.52,99,100,0.78,CN,1684710219
314,mocajuba,-2.5842,-49.5072,23.71,98,99,1.13,BR,1684710219
315,cidreira,-30.1811,-50.2056,19.44,84,100,3.33,BR,1684710124
316,kamaishi,39.2667,141.8833,16.49,71,100,3.05,JP,1684710220
317,island harbour,50.724,-1.2758,13.34,74,28,2.68,GB,1684710220
318,motueka,-41.1333,173.0167,12.28,70,100,0.71,NZ,1684710220
319,kruisfontein,-34.0033,24.7314,11.05,76,75,1.95,ZA,1684710221
320,wote,-1.7808,37.6288,18.75,95,82,1.1,KE,1684710221
321,kathu,7.9178,98.3332,29.27,99,87,5.24,TH,1684710221
322,mermoz boabab,14.7065,-17.4758,23.88,83,0,6.17,SN,1684710221
323,cadale,2.7603,46.3222,26.52,87,85,4.5,SO,1684710222
324,fray bentos,-33.1325,-58.2956,17.63,93,95,2.8,UY,1684710222
325,saint croix,17.7397,-64.7388,25.24,82,100,5.71,VI,1684710222
326,sona,45.4388,10.8255,18.47,77,75,2.57,IT,1684710223
327,portland,45.5234,-122.6762,20.9,59,75,3.6,US,1684709857
328,alzamay,55.5562,98.6644,9.76,53,55,1.16,RU,1684710223
329,nagtipunan,16.2167,121.6,26.55,87,41,0.85,PH,1684710223
330,zalegoshch',52.9008,36.8869,10.99,78,55,3.7,RU,1684710223
331,arteche,12.2645,125.4048,28.02,78,28,1.68,PH,1684710224
332,dryden,49.7833,-92.7503,17.16,42,0,4.63,CA,1684710224
333,pijino del carmen,9.3291,-74.453,23.56,99,100,3.79,CO,1684710224
334,puerto yuca,2.9383,-73.2083,24.74,93,59,1.2,CO,1684710224
335,arraial do cabo,-22.9661,-42.0278,22.92,78,40,6.69,BR,1684710114
336,yuzhno-kurilsk,44.0306,145.8556,9.95,91,67,1.18,RU,1684710172
337,namsos,64.4662,11.4957,7.03,93,75,3.6,NO,1684710198
338,verkhniy baskunchak,48.2256,46.7217,19.0,43,100,3.92,RU,1684710225
339,pskov,57.8136,28.3496,6.95,100,0,0.0,RU,1684710024
340,zherdevka,51.8486,41.4606,13.51,80,100,3.16,RU,1684710226
341,ust'-ilimsk,58.0006,102.6619,10.88,73,32,1.75,RU,1684710226
342,kavaratti,10.5669,72.642,29.77,69,53,3.87,IN,1684710226
343,zuni pueblo,35.0725,-108.8506,18.35,20,87,4.95,US,1684710227
344,chonchi,-42.6128,-73.8092,7.56,92,100,0.25,CL,1684710165
345,daru,-9.0763,143.2092,25.59,83,100,8.38,PG,1684710227
346,iskateley,67.6803,53.1512,9.9,79,57,2.81,RU,1684710227
347,meadow lakes,61.6247,-149.6011,14.69,61,100,1.94,US,1684710227
348,gondar,12.6,37.4667,18.68,19,3,2.15,ET,1684710228
349,tselinnoye,53.0833,85.6667,7.88,79,6,1.31,RU,1684710228
350,luis correia,-2.8792,-41.6669,26.2,84,77,3.75,BR,1684710228
351,kapa'a,22.0752,-159.319,27.99,75,89,2.68,US,1684710228
352,port augusta,-32.5,137.7667,13.55,68,4,1.81,AU,1684710229
353,manokwari,-0.8667,134.0833,26.58,69,98,0.92,ID,1684710229
354,pachelma,53.2443,43.3521,12.97,68,99,3.75,RU,1684710229
355,tazovsky,67.4667,78.7,1.22,89,70,5.11,RU,1684710229
356,argo,37.6333,22.7333,15.99,87,87,1.17,GR,1684710230
357,puerto baquerizo moreno,-0.9,-89.6,26.55,78,75,6.17,EC,1684710230
358,monrovia,6.3005,-10.7969,25.87,79,100,3.53,LR,1684710198
359,san-pedro,4.7485,-6.6363,26.42,85,78,1.35,CI,1684710230
360,caconda,-13.7333,15.0667,15.65,59,85,0.56,AO,1684710230
361,bani walid,31.7566,13.9942,18.97,51,2,1.19,LY,1684710231
362,santiago de chuco,-8.15,-78.1833,12.09,75,89,1.29,PE,1684710231
363,upata,8.0086,-62.3989,27.33,74,100,1.16,VE,1684710231
364,praia,14.9215,-23.5087,23.3,73,40,8.75,CV,1684710183
